,comment,clean,topic
307,@hanana0_ masa temenku gak ada pengalaman organisasi sama sekali bisa lolos dibandingkan temenku yang full part time dan organisasi padahal mereka daftar di tempat yang sama😢,temenku alam organisasi lolos banding temenku full part time organisasi daftar,1
308,"@andihayyy_ Alhamdulillah sdh, info mobilisasi gelombang pertama tgl 27 Februari - 6 Maret 2023",alhamdulillah sdh informasi mobilisasi gelombang tanggal februari maret,0
309,"Proses aj status nya sampe hri ini, sabar bngt nunggunya. Kalo emang ga lulus kenapa nggak berubah aj Satusnya. Kalo ginikan jadi ngarep🫠",proses status hri sabar bngt nunggunya kalo emang lulus ubah satusnya kalo ginikan ngarep,0
310,"@babu_abu_abu seperti biasa gaada kejelasan wkwk, berharap yg terbaik aja soalnya udh jalan sejauh ini",uang wkwk harap udh jalan,2
311,Sudah ada yg dikasih info mobilisasi sama Mitra nya?,kasih informasi mobilisasi mitra,0
312,Di sni ada yg keterima magang di PT. Ars Indonesia?,terima magang pt ars indonesia,0
313,@farhan.abdulah_ 4 bulan,abdu,0
314,@capybaraonlyd udh ada info kak?,udh informasi,0
315,Batch gagal,batch gagal,0
316,@dndaaaws_ buzzer itu yang nyalahin mahasiswa,buzzer nyalahin mahasiswa,0
317,@ooo_adhe saya,,0
318,"@hanana0_ Bener, misal nih mereka kekeh mau berkas jadi hal krusial minimal dikasih info yang jelas lah ya😂",bener kekeh berkas krusial minimal kasih informasi,0
319,@kriscokk magang msib biasanya brp lama bang?,magang msib,0
320,"@bro.swryz ini seleksi kek percuma gtu (menurut gua), skill sm keahlian kita bukan lah hal yang utama melainkan ke egilible an berkas lah yg menjadi syarat utama, aneh kali 😂",seleksi gtu gua skill sm ahli utama egilible an berkas syarat utama aneh kali,0
321,"@agusselvana yang berhak menentukan mahasiswa dapat kesempatan untuk tes atau wawancara kan mitra, sebagai mitra pasti mereka melakukan seleksi administrasi dulu berupa pengecekan kualifikasi dan cv. Apabila sesuai dengan yang dicari mitra maka akan dilanjutkan ke tahap wawancara. Kalau semuanya diberi kesempatan tes dan wawancara langsung, apa gunanya ada CV dan kualifikasi? Mungkin yang tidak dapat panggilan itu adalah orang yang tidak sesuai kualifikasi atau CVnya kurang menarik dimata recruiter",hak mahasiswa tes wawancara mitra mitra laku seleksi administrasi upa kece kualifikasi cv sesuai cari mitra tahap wawancara tes wawancara langsung cv kualifikasi panggil orang sesuai kualifikasi cvnya tarik mata recruiter,2
322,"@rizkiagung.id Alhamdulillah sih saingan 0,00001% berkurang haha",id alhamdulillah saing tertawa,2
323,Izin tanya min kalau Di Tertera Ikut MSIB Minimal kan semester 5 Apakah Semester 6 Boleh ikut MSIB Dan Kapan Ada Pendaftaran lagi ?,izin tera msib minimal semester semester msib daftar,0
324,"@babu_abu_abu dari kemarin balas nya itu teruss adminnya, jadu saya terpaksa ambil SI.",kemarin balas teruss adminnya jadu paksa ambil si,2
325,@ali_supardi13 ada bang batas waktu mah. Ya seenggaknya proses sampe matahari terbit dr barat,batas mah proses matahari terbit dr barat,0
326,"@babu_abu_abu tenang masih ada waktu,, kemarin-kemarin saya cht web nya terus. Katanya sedang proses seleksi sampai batas waktu yang tidak dibatasi.",tenang kemarin kemarin cht web proses seleksi batas batas,0
327,@ali_supardi13 yg penting keterima bang. Banyak dr kami yg nihil,terima dr nihil,1
328,"@meyhwaap syp yg nyalahin neneknya pak nadiem soal status pendaftaran? Cuma kecewa aja sih harusnya klo udh punya kandidat yg cukup tpi males reject satu2, mitra disediain sistem tolak otomatis. Pendaftar jg g usah ngrep kelamaan. Lagian banyak mitra yg d depan ngomong 'klo g lolos ttp dikasih email penolakan' nyatanya sampe skrg g ada jg",nyalahin nenek nadiem status daftar kecewa udh kandidat males reject mitra ain sistem tolak otomatis daftar g ngrep mitra bicara klo g lolos ttp kasih email tolak nyata skrg g,2
329,"Terpaksa mengambil Studi Independen, hanya karena di kejar dengan deadline waktu.. Huft ga ada kejelasan! 🙌 kecewa min kecewa.",paksa ambil studi independen kejar deadline huft kecewa kecewa,2
330,"Saya kecewa banget min, 🙌suerr kecewa banget sama MSIB 4.",kecewa banget suerr kecewa banget msib,0
331,@bro.swryz serasa akun klarifikasi ini wkwkwkwkw😂,serasa akun klarifikasi wkwkwkwkw,1
332,"@theresiaaclaudiaa sama kak, aku udh offering trs masuk grup mitra, eh katanya ada kabar nunggu keputusan final tgl 15 besok, kan jadi waswas ya berasa dimainin terus",udh offering masuk grup mitra eh kabar nunggu putus final tanggal besok waswas asa dimainin,1
333,"@faakersss_ Padahal gua juga ada temen seperjuangan yg ga eligible, kami sama2 udah masuk grup mitra juga dan sama² banding. Eh syukur banding dia berhasil tp gw kagak, walaupun dia lolos tp tetep punya empati karena tau kejadian di lapangan kek gimana. Respek sm org² yg gitu. Sedih aja sih kalau kita kasih kritik gini malah tambah disudutkan sama mereka yang lolos padahal juga blm tentu kami ini yang ga lolos beneran salah dan ga kompeten secara skill😂",teman juang eligible masuk grup mitra banding eh syukur banding hasil kagak lolos tetep empati lapang gimana respek sm org gitu sedih kasih kritik gin sudut lolos lolos beneran salah kompeten skill,0
334,@bro.swryz mungkin dia lolos😂makanya nyantai wkwkwkwkwk,lolosmakanya nyantai wkwkwkwkwk,0
335,@capybaraonlyd  aku yang nanya kak hehehe,hehehe,0
336,@ooo_adhe ada aku ketrima bg,terima abang,0
337,@theresiaaclaudiaa samaa woi berasa lbh ribet magang ketimbang ngelamar kerja,samaa woi asa lbh ribet magang ketimbang lamar kerja,0
338,"@devsely tetep semangat dev, xoxo siap 🙌🔥",tetep semangat dev xoxo,2
339,"Gua kira yg udh pada terima tawaran, berkasnya udah aman dan eligible. Kenapa tiba tiba beda lagi yak alurnya. Pusing woy.",gua udh terima tawar berkas aman eligible beda yak alur pusing woy,2
340,"Woi, mo nanya ini kenapa alur kampus merdeka berantakan yak? Denger denger udh pada dapat offering di website, udh klik terima tawaran. Tp ktny yg terima tawaran msh hrs lewatin verifikasi berkas kembali, lah maksudnya gimana. Anda mau php in mahasiswa/i nya? Duh lelah ama kelakuan kalian dari masalah berkas, banding, kemudian kemarin masalah survei kebinekaan, sekarang balik lagi ke masalah berkas. Ini tim nya memang tidak siap atau bgmn? Pengalaman di cycle sebelumnya emgnya seberantakan ini?",woi alur kampus merdeka beranta yak denger denger udh offering website udh klik terima tawar tp terima tawar lewatin verifikasi berkas maksud gimana php in mahasiswa i duh lelah laku berkas banding kemarin survei bineka berkas tim bgmn alam cycle emgnya beranta,2
341,kak izin bertanya saya kan lulus studi independen terus saya gak dapat informasi untuk gabung di grup whatsapp sedangkan teman saya sudah bergabung?,izin lulus studi independen informasi gabung grup whatsapp teman gabung,0
342,Bintang 1,bintang,0
343,@yourfavseeker iya cuman kecewa aja 😢,cuman kecewa,0
344,@kezyameystika_ ini kakak biasanya berhubungan sama mitra lewat apa kak? email/wa? mungkin bisa difollow up langsung aja tanyain grupnya,hubung mitra email wa difollow up langsung tanyain grup,1
345,@agusselvana ibarat kata mah lempar batu sembunyi tangan,mah lempar batu sembunyi tangan,0
346,"Kepada pengurus kampus merdeka, Apakah betul pengumuman diterima / tidaknya itu terakhir tgl 15 Feb 2023?. Setidaknya pihak penyelenggara memberikan tanggapan/ jawaban  kepada mahasiswa yg sudah melamar magang, jangan mereka digantung dgn status diproses. 
Sebetulnya seleksinya mitra itu dgn melihat kriteria mahasiswa yg bgmn ? kok masih byk mahasiswa yg protes tdk ada panggilan wawancara..Walau surat sudah lengkap,  sudah memenuhi syarat, sudah ikut survey kebhinekaan, harusnya semua yg terdaftar setidaknya semua diberi kesempatan untuk wawancara, layaknya org ikut test ,semua yg terdaftar diberi kesempatan menunjukan kemampuannya. Baru kemudian ditentukan siapa yg lolos. 
Kalo sistemnya seperti ini, ada yg dipanggil dan ada yg tidak sama sekali , hal ini jelas jelas tdk ada keadilan, buat apa daftar dan menyia nyiakan waktu. Terus terang demi untuk ikut magang ini ,anak saya melewatkan kesempatan lulus 7 semester. Semoga kekecewaan kami ini dapat tanggapan dr pengurus Kampus merdeka.",urus kampus merdeka terima tanggal feb selenggara tanggap mahasiswa lamar magang gantung status proses seleksi mitra lihat kriteria mahasiswa mahasiswa protes panggil wawancara surat lengkap penuh syarat survey kebhinekaan daftar wawancara layak org test daftar lolos kalo sistem panggil adil daftar sia nyiakan terang magang anak lulus semester moga kecewa tanggap dr urus kampus merdeka,0
347,"gua udah pengalaman ngurus berpulih2 bahkan ratusan client dr luar negeri sampe ke agensi besar sebagai music director, music producer, apalah bebas lu mau sebut bebas yg penting berkaitan sm music production.
daftar program magang sebagai music director yg requirementsnya bikin gua pede lolos, tapi semenjak daftar dighosting doang hahaha (rata2 magang begini kt tmn gue).
gua daftar studi indenpenden dan alhamdulillah keterima, jdnya ya ngambil studi indenpenden.
tapi kecewa aja sama mitra2 magang, dighosting kaga jelas semua.",alam urus pulih ratus client dr negeri agens music director music producer bebas bebas kait sm music production daftar program magang music director requirementsnya bikin percaya lolos semenjak daftar dighosting doang hahaha magang tmn gue daftar studi indenpenden alhamdulillah terima jdnya ambil studi indenpenden kecewa mitra magang dighosting,0
348,"@justin_heilen @magangmerdeka Saran saya bagi tim msib buat batch 5 gaperlu pake website cukup google form dan konfirmasi lewat whatsapp saja. Evaluasi taun ini sistemnya banyak yg miss. Bahkan yg udah reject aja masih bisa dapet offering, ketika dikonfirmasi justru menyalahkan mitra. Harusnya peran sistem di sini sebagai decision making peserta bisa lolos atau tidak bukannya digantung seperti ini. Mungkin masukkan saya bisa dipertimbangkan untuk kembal8 memakai google form saja agar setara dengan bisnis jualan makanan saya yang baru merintis🙏🏻",saran tim msib batch gaperlu pakai website google form konfirmasi whatsapp evaluasi sistem miss reject offering konfirmasi salah mitra peran sistem decision making lolos gantung masuk timbang kembal pakai google form tara bisnis jual makan rintis,1
349,"Kak izin bertanya, kalau ikut Studi independen kan tidak mendapatkan insentif/dana dr pemerintah, jadi bagi mahasiswa KIP-K yg ikut Studi Independen apakah uang KIP akan tetap cair?",izin studi independen insentif dana dr perintah mahasiswa kip k studi independen uang kip cair,2
350,@bhrll2022  kakk urusan status pendaftaran dari daftar > proses > diterima > tidak lolos itu yang bisa mengubah itu hanya mitra/tim recruiter dan bukan urusan kampus merdekanya. Denger-denger status yg masih “proses” smpe sekarang dan gak diganti “tidak lolos” itu karena emang dari mitranya yng males buat pencetin “tidak lolos” itu karena saking banyaknya yg daftar jadi di biarin aja. Sebelumnya aku pernah liat kok di tiktok ada orang yang emang gak lolos di salah satu mitra dan tulisannya “tidak lolos” jadi itu tergantung si mitranya aja yg mau ubah statusnya apa gak. Makasihh,kakk urus status daftar daftar proses terima lolos ubah mitra tim recruiter urus kampus merdeka denger denger status proses smpe ganti lolos emang mitra yng males pencetin lolos saking daftar biarin aja lihat tiktok orang emang lolos salah mitra tulis lolos gantung si mitra ubah status makasihh,2
351,@meyhwaap  baik kak terimakasih,terimakasih,0
352,@rachel.marla  kakk urusan status pendaftaran dari proses > diterima > tidak lolos itu yang bisa mengubah itu hanya mitranya dan bukan urusan kampus merdekanya. Denger-denger status yg masih “proses” smpe sekarang dan gak diganti “tidak lolos” itu karena emang dari mitranya yng males buat pencetin “tidak lolos” itu karena saking banyaknya yg daftar jadi di biarin aja. Sebelumnya aku pernah liat kok di tiktok ada orang yang emang gak lolos di salah satu mitra dan tulisannya “tidak lolos” jadi itu tergantung si mitranya aja yg mau ubah statusnya apa gak. Makasihh,marla kakk urus status daftar proses terima lolos ubah mitra urus kampus merdeka denger denger status proses smpe ganti lolos emang mitra yng males pencetin lolos saking daftar biarin aja lihat tiktok orang emang lolos salah mitra tulis lolos gantung si mitra ubah status makasihh,2
353,@julius_trbb99 kakk urusan status pendaftaran dari proses > diterima > tidak lolos itu yang bisa mengubah itu hanya mitranya dan bukan urusan kamlus merdekanya. Denger-denger status yg masih “proses” smpe sekarang dan gak diganti “tidak lolos” itu karena emang dari mitranya yng males buat pencetun/apptove “tidak lolos” iyu karena saking banyaknya yg daftar jadi di biarin aja. Sebelumnya aku pernah liat kok di tiktok ada orang yang emang gak lolos dan tulisannya “tidak lolos” jadi itu tergantung si mitranya aja yg mau ubah statusnya apa gak. Makasihh,kakk urus status daftar proses terima lolos ubah mitra urus kamlus merdeka denger denger status proses smpe ganti lolos emang mitra yng males pencetun apptove lolos iyu saking daftar biarin aja lihat tiktok orang emang lolos tulis lolos gantung si mitra ubah status makasihh,2
354,"@kezyameystika_ maaf bgt kak. Klo ini salah di mitranya bukan di kampus merdekanya. Untuk informasi invite group itukan urusan personal perusahaan, kampus merdekanya cuma sebagai penghubung aja. Coba kakak hubungin hrdnya terkait informasi lanjutannya deh.",maaf banget klo salah mitra kampus merdeka informasi invite group urus personal usaha kampus merdeka hubung aja coba hubungin hrdnya kait informasi deh,2
355,@mhmzakkir.id dari kampus merdekanya dikasih kesempatan 2kali,id kampus merdeka kasih kali,2
356,@_safnaas,,0
357,"@weyguh yup i thinkn so,, ya semoga ya H-1 bisa ada tanda2 yg baik😅🙏🏽",i thinkn so moga h tanda,0
358,"@bhrll2022 selama sapi blm bertelor, masih diproses kak",sapi telor proses,1
359,"@sonofspider Kebiasaan menormalisasi kesalahan, mencari pembenaran dr kesalahan orang lain. Sering bgt tipe orang kayak gini ditemui di masyarakat. Kalau ditegur malah cari kesalahan orang lain karena merasa ga terima",normalisasi salah cari dr salah orang banget tipe orang kayak gin temu masyarakat tegur cari salah orang terima,0
360,udah berharap bngt lolos malah sr rejected 🥹,harap bngt lolos sr rejected,1
361,@yourfavseeker gaada tahapan seleksi berkas di akhir,uang tahap seleksi berkas,1
362,"@yunpnzr mental macam apa ini. Kesalahannya jelas di pihak panitia, malah nyalahin mental peserta buat siap2 ntar dunis kerja lebih parah. Bukannya nyalahin yg salah malah ke peserta. Bahkan ada UNJ aja ga dapet sosialisasi dri msib sampe2 seluruh mahasiswanya gaada yg bisa daftar😂",mental salah panitia nyalahin mental dunis kerja parah nyalahin salah unj sosialisasi msib sampe mahasiswa uang daftar,0
363,@dekara.ninsa wkwkwkwk.... Ternyata beneran butuh ke psikolog at least belajar TPS,ninsa wkwkwkwk nyata beneran butuh psikolog at least ajar tps,0
364,Disitu saya karang merasa sedih .. digantung tanpa kepastian.. gimana buat panitia penyelenggara gak ada informasi yg jelas,situ karang sedih gantung panitia selenggara informasi,2
365,@ryanh_aldebaran lah gw cuma ngomongin tmn gw doang wkkwkw. Buset lgsg bawa bawa psikolog ngakak bgt dah 😂😂,bicara tmn doang wkkwkw buset langsung bawa bawa psikolog tertawa banget deh,0
366,@justin_heilen @magangmerdeka Bukan kesalahan dari mahasiswanya! Mereka hanya memohon sptmj dan surat rekomendasi dari kampus masing-masing. Bahkan saya turut mencantumkan barcode dan cap resmi dari kampus saya. Namun tidak ada konfirmasi apa apa dari kampus merdeka jika memang sptmj dan surat rekomendasinya rejected! BANYAK KORBANNYA,salah mahasiswa mohon sptmj surat rekomendasi kampus cantum barcode cap resmi kampus konfirmasi kampus merdeka sptmj surat rekomendasi rejected korban,1
367,@justin_heilen @magangmerdeka Itu buat kami menunggu dan buat kami membuang2 waktu kami. Anda tau tidak kami berjuang sebulanan cuman buat nunggu hasil sampai kami ke rumah sakit utk minta surat keterangan sehat dan lain lain?. Tapi kenyataannya kami pada akhirnya tetap akan ditolak hanya karena kami tidak akan tahu jika berkas kami tidak eligible kalau tidak dari sistem hacking coding yang beredar di telegram. At least hubungi or konfirmasi ulang or update di sistem dari awal jika memang berkas kami ga eligible! Jadi kita gaperlu menunggu dan membuang2 waktu sampai sebulanan! Banyak kasus yang seperti ini! Akibat dari sistem anda yang bobrok menulis “DIPROSES” or “MASIH DALAM SELEKSI” padahal jelas2 mahasiswa tersebut tidak akan diterima akibat berkas yang tidak eligible tadi! Tapi tidak ada konfirmasinya sama sekali kalau bukan karena kita yang cari2 cara untuk coding!!!. Banyak tau ga yang kita korbankan cuman demi menunggu hasil seleksi namun ternyata ditipu by sistem yg bilang status kita dalam seleksi pdhl udh jelas2 rejected by sistem!,tunggu buang juang cuman nunggu hasil rumah sakit surat terang sehat nyata tolak berkas eligible sistem hacking coding edar telegram at least hubung or konfirmasi ulang or update sistem berkas eligible gaperlu tunggu buang akibat sistem bobrok tulis proses or seleksi mahasiswa terima akibat berkas eligible konfirmasi cari coding korban cuman tunggu hasil seleksi nyata tipu by sistem bilang status seleksi pdhl udh rejected by sistem,1
368,"Dear kampus merdeka yang terhormat.
Tolong ya sistemnya diperbaiki. Masa status di kegiatanku masih diproses mulu dan dapet email dari mitra kalau lolos berkas. Tapi pas di cek by sistem (dapet info cara coding sistem dari telegram) itu rejected sptmj dan surat rekomendasinya. Pantesan ya saya udah dapet email offering dan email reject dari mitra tapi status di kegiatanku masih “diproses” seakan2 kita masih dalam proses seleksi dengan tulisan “kamu masih dalam proses seleksi” maksudnya apa ya? Teman2 saya jika dapet offering by email or reject by mitra itu statusnya langsung terupdate di status kegiatankunya. Nah kalau memang penyebabnya karena berkas tidak eligible tolong dong diberitahukan ke mahasiswanya. Jangan di tulis “diproses” or “masih dalam proses seleksi” kalau emang dari awal aja kita udh jelas jelas pasti ketolak karena berkas yang ga eligible tadi.",dear kampus merdeka hormat tolong sistem status giat proses melulu email mitra lolos berkas pas cek by sistem dapet informasi coding sistem telegram rejected sptmj surat rekomendasi pantesan email offering email reject mitra status giat proses proses seleksi tulis proses seleksi maksud teman offering by email or reject by mitra status langsung terupdate status kegiatankunya berkas eligible tolong diberitahukan mahasiswa tulis proses or proses seleksi emang udh tolak berkas eligible,1
369,Yg masih dalam status di proses apakah sudah pasti tidak lolos ya kk? Soalnya masih bingung status di proses ini apakah harus ikut kegiatan national onboarding ini atau ngga,yg status proses lolos kk bingung status proses giat national onboarding,1
370,@rizkiagung.id gk ada yg rugi kalo ente gk ikut btw😂,id rugi ente btw,1
371,"@sonofspider semua penting, jangan anggap remeh setiap tahapan",anggap remeh tahap,1
372,@devsely tetap semangat🔥 walaupun kita tidak lolos tenang yang penting kita  udah berusaha mencoba sampai di titik akhir.,semangat lolos tenang usaha coba titik,1
373,@mokhasxh terbaik lanjutkan brash moga betah di Makassar,brash moga betah makassar,0
374,"Katanya mau meningkatkan kualitas pendidikan, masalah yg macem berkas & simulasi ujian aja banyak kendala.... Terus sistem pemilihan ga jelas banget mana ga ada admin yg nanggepin pertanyaan lebih mending CS tokped responsif, harusnya kalo inj diawal2 dikasih tau di SnK tentang jumlah kuota lah...percuma juga si komen di lapak sini, sulit di kontrol semoga hari mu me..............",tingkat kualitas didik berkas simulasi uji kendala sistem pilih banget admin nanggepin cs tokped responsif inj kasih snk kuota si komen lapak sulit kontrol moga mu me,0
375,"@julius_trbb99 percuma bro, dari sekian banyak komentar, mimin nya tidak turun tangan menanggapi curhatan kita kita semua😂",sekian komentar mimin turun tangan tanggap curhatan,0
376,"@weyguh iya benar sekali kawan, harusnya panitia atau tim pelaksana bisa memperhatikan hal ini🙏🏽",kawan panitia tim laksana perhati,1
377,Cung yang tiap hari nge cek platform MSIB sama email hingga sekarang ga ada kabar😢,cung nge cek platform msib email kabar,1
378,"Sabar ya gaes, ini masih tanggal 14 dan masih ada kesempatan ditanggal 15 sebelum tanggal 16 program dimulai 🙌",sabar gaes tanggal tanggal tanggal program,0
379,"@julius_trbb99 setuju sihh, kalo diproses mulu kita kita yang berharap ini jadi serba salah, ada yg bilang gagal, ada yg bilang tunggu aja.",tuju sihh proses melulu harap serba salah bilang gagal bilang tunggu aja,0
380,"@samsul.arf21 bener banget,  yang bisa rubah status tuh mitranya",arf banget rubah status tuh mitra,2
381,"@rachel.marla protes ke mitranya, yang bisa ubah tuh mitra xoxo",marla protes mitra ubah tuh mitra xoxo,2
382,@devsely innallaha maashobirin yaa 🙌❤️,innallaha maashobirin yaa,1
383,"@rasberryyeu_ di youtube kemarin aku ketemu kak, cari saja",youtube kemarin ketemu cari,0
384,"tolong untuk kedepan bagi yg sudah pernah mengikuti magang kampus merdeka tidak bisa ikut lagi, soalnya banyak temen-temen yg belum magang jadi ga lewat!!!",tolong magang kampus merdeka temen temen magang,2
385,@bro.swryz yauda terima aja gausa koar2 disni,yauda terima gausa koar disni,1
386,"@dekara.ninsa yee mbak.... Mencoba generalisasi kasus temen anda. Hati2 tanda2 distorsi kognitif butuh ke psikolog. Lihat kasus temen lain, argumen lain, tuntutan yang lain. See this as a whole.",ninsa yee coba generalisasi teman hati tanda distorsi kognitif butuh psikolog lihat teman argumen tuntut see this as a whole,0
387,@azizmario_ gmn kita tau berkas itu eligible sm gak nya?,gmn berkas eligible sm,1
388,"@bro.swryz oh, sama kyk info beredar. Harus lapor kampus",oh informasi edar lapor kampus,0
389,@babu_abu_abu udah terakhir tanggal 27 bro lewat pic kampus😢,tanggal saudara laki laki pic kampus,2
390,@anggafii_ tapi banyak yg offering tgl 13 loh. Gmn ga bingung kita,offering tanggal loh gmn bingung,1
391,@bro.swryz kalo banding carany gmn bang?,banding carany gmn,1
392,untuk mahasiswa disabilitas kok agak sulit ya,mahasiswa disabilitas sulit,0
393,@zaki_na iih kesell brooooo wkwkwkw,iih kesell brooooo wkwkwkw,0
394,@bro.swryz udh bro gausah tanggepin tu orang😂,udh saudara laki laki gausah tanggepin tu orang,2
395,@hotwedangjahe 😂,,0
396,@bro.swryz 👏👏,,0
397,"@nyepammyy_ nggak kak,tapi aku udah offering cuman belum ada invite group sama sekali  makanya aku nanya.Takut ketinggalan info.",offering cuman invite group nanya takut tinggal info,2
398,@kezyameystika_ Ditjen perumahan udah ada kabar ka?,ditjen rumah kabar ka,1
399,"@bro.swryz sukses dah buat abang. Semoga bisa dpt yang lebih baik. Karena ya mau gmana ya... Ya abang tau sendiri deh ya yang namanya ""instansi penguasa""",sukses deh abang moga abang deh nama instansi kuasa,0
400,@yunpnzr Gue alumni magang batch 2🥰 bahkann batch 1 gua juga hunter dan hampir lolos di stupen cuma waktu itu dikonfirmasi status semester gue masih kurang:) Jd gua paham banget seleksi msib itu gimana dan harusnya orang² yg konsul ke gue. Menurut batch ini cenderung regres. Karena sosialisasinya kurang. Baca aja di twitter pakai hastag #RegulasiCacatMSIB4 udah dijelasin kronologinya kek mana. Kita juga paham dan ga ngasal protes karena kalau ga ada bukti sama aja omong kosong. Saya kasih tau ya mas. Status keluar tgl 30 itu yg mengeluarkan sistem bukan kampus. Jd proses seleksi ini ga ada hubungannya sama kampus. Semoga kamu paham dan jangan sesekali menormalisasi kesalahan lain untuk menjadi pembenaran atas kesalahan lainnya.,gue alumni magang batch bahkann batch hunter lolos stupen konfirmasi status semester jd paham banget seleksi msib orang konsul gue batch cenderung regres sosialisasi baca twitter pakai hastag regulasicacatmsib dijelasin kronologi paham ngasal protes bukti omong kosong kasih status tanggal sistem kampus jd proses seleksi hubung kampus moga paham sekal normalisasi salah salah,0
401,@rozindarrr ditjen perumahan sulawesi tenggara,ditjen rumah sulawesi tenggara,0
402,NT,,0
403,@kezyameystika_ mitra apa?,mitra,2
404,"@bro.swryz lu reject berkas tapi offering? Gue nemu bug di sistem seleksi ini. Setau gue offering yang menentukan mitra, sedangkan berkas itu urusan tim MSIB. Kemungkinan nanti di pertengahan program lu bakal nemu masalah itupun kalo tim MSIB tegas buat nyuruh mitra cancel keikutsertaan mahasiswa yang berkasnya rejected. Klo urusan banding, dalam seleksi berkas itu yang ngecek bukan AI/bot tapi manusia (ini kalo CPNS). Jadi masalah mistake itu wajar, barangkali mata mereka sliwer jadi kita sebagai mahasiswa ya harus jeli sendiri klo ternyata ada salah dalam seleksi ya kita harus rajin follow up ke penyelenggara. Kalo masalah revisi berkas yang baru keluar di tanggal 30 Januari pdhl tanggal 27 Januari udah gak bisa direvisi ya itu urusan mahasiswa sama kampus, tim gak peduli sama kasus ini. Klo urusan info banding yang gak tersosialisasi dengan baik, kenapa peserta sebelumnya gak cari tau & bertanya waktu sosialisasi MSIB? Seinget gue dari pihak MSIB maupun kampus juga ngadain sosialisasi MSIB deh. Trus rajin tanya ke alumni MSIB di kampus masing-masing prosesnya gimana, fiturnya apa aja. Walaupun tahapannya beda tapi kan tetep ada namanya surbin, sr, sptjm, dll. Bagi gue program ini masih baru jadi masih banyak bug. Jangankan ini, CPNS aja sering bermasalah kok tahapannya",reject berkas offering gue nemu bug sistem seleksi tau offering mitra berkas urus tim msib program nemu tim msib nyuruh mitra cancel keikutsertaan mahasiswa berkas rejected klo urus banding seleksi berkas ngecek ai bot manusia cpns mistake wajar barangkali mata sliwer mahasiswa jeli nyata salah seleksi rajin follow up selenggara kalo revisi berkas tanggal januari pdhl tanggal januari revisi urus mahasiswa kampus tim peduli klo urus informasi banding sosialisasi cari sosialisasi msib seinget msib kampus ngadain sosialisasi msib deh trus rajin alumni msib kampus proses gimana fiturnya aja tahap beda tetep nama surbin sr sptjm dll program bug cpns tahap,0
405,"Bagi tips kak tahun depan saya coba, yang lulus bagi tips dong",tips coba lulus tips,1
406,disini ada yang udh diterima magang KAKA MENTOR INAmikro?,udh terima magang kaka mentor inamikro,2
407,@bro.swryz udh bro gausah ditanggepin orang itu... Biar dia pada statemennya,udh saudara laki laki gausah ditanggepin orang biar statemennya,2
408,@nanasealfayeed gue udah reject aja masih dapet offering ketrima😂,reject offering ketrima,2
409,Yng udah offering diweb tetapi dbatalin gjadi offering gara2 berkas gak eliglibe cung👆😵,yng offering diweb dbatalin gjadi offering gara berkas eliglibe cung,2
410,"@yunpnzr Hadeh, udah dijelasin masih aja denial. Poinnya adalah kita menuntut keadilan soal seleksi berkas ini. Ada peserta yang awalnya direject lalu banding. Banding itu bukan revisi tapi recheck berkas karena merasa ga ada salah. Dan beberapa dari mereka khususnya di mitra gue ada 7 orang yang lolos banding. Logikanya brati berkas mereka yang tadinya dianggep salah itu seharusnya bener setelah didechek sama tim verifikasi msib. Sampai sini paham? Tapi kondisi di lapangan info banding ini tidak dideliver dengan baik dan ga semua peserta bisa ngajuin banding. Itu poinnya kenapa pada protes.",hadeh dijelasin denial poin tuntut adil seleksi berkas direject banding banding revisi recheck berkas salah khusus mitra orang lolos banding logika brati berkas dianggep salah didechek tim verifikasi msib paham kondisi lapang informasi banding dideliver ngajuin banding poin protes,0
411,"Alhamdulillah, semoga dilancarkan untuk kita semua hingga graduation nanti 🙌🏻",alhamdulillah moga lancar graduation,2
412,@kickdom_ lah kok bisa,,0
413,"@yunpnzr Lah kok balik tanya, hubungannya kampus sama proses seleksi berkas apaan? Jawab dulu. Malah meleber ke yang lain",hubung kampus proses seleksi berkas leber,1
414,"@bro.swryz dan apalagi yang gak ikut interview dan test apa2 tau2 di website keterima, lebih lawak si hahahah",interview test tau website terima lawak si hahahah,0
415,"Dahalh, gw sampe mimpi ,gak keterima. deg deg setiap harus tpi gk dpt e-mail apa. 😪",dahalh mimpi terima deg deg e mail,1
416,@ryanh_aldebaran sotau,sotau,0
417,@dekara.ninsa nah waktu gue ikut tes CPNS banyak kasus yang gak lolos administrasi tapi gak jelas gagal dimana. Pas di cek lah ada pemalsuan dokumen. Kata gue untung aja gak kena jeratan hukum 😂,ninsa tes cpns lolos administrasi gagal pas cek palsu dokumen untung kena jerat hukum,0
418,@bro.swryz btw ente pernah ikut seleksi pemerintah gak? Serius nanya,ngomong ngomong ente seleksi perintah serius,1
419,"@bro.swryz ikut, kenapa?",,0
420,@_andrieseprian sabarrrr😢😢,sabarrrr,0
421,Ada yang sama nggak dengan aku udah offering dari tanggal 6 tapi sampai sekarang belum ada invite group atau informasi selanjutnya gimana  padahal aku magang di luar kota.Mohon penjelasannya min🙏 @magangmerdeka,offering tanggal invite group informasi magang kota mohon,0
